prefecture,city,yomigana,population,search_volume
愛知県,愛西市,あいさいし,60829,0
愛知県,（旧：佐屋町）,,28230,0
愛知県,（旧：立田村）,,6920,0
愛知県,（旧：八開村）,,4314,0
愛知県,（旧：佐織町）,,21365,0
愛知県,清須市,きよすし,67352,0
愛知県,（旧：西枇杷島町）,,17602,0
愛知県,（旧：春日町）,,8530,0
愛知県,（旧：清洲町）,,23317,0
愛知県,（旧：新川町）,,17903,0
愛知県,北名古屋市,きたなごやし,86385,0
愛知県,（旧：師勝町）,,48079,0
愛知県,（旧：西春町）,,38306,0
愛知県,弥富市,やとみし,43025,0
愛知県,（旧：十四山村）,,5104,0
愛知県,（旧：弥富町）,,37921,0
愛知県,みよし市,みよしし,61952,0
愛知県,（旧：三好町）,,61952,0
愛知県,あま市,あまし,86126,0
愛知県,（旧：七宝町）,,21567,0
愛知県,（旧：美和町）,,23308,0
愛知県,（旧：甚目寺町）,,41251,0
愛知県,長久手市,ながくてし,60162,0
愛知県,（旧：長久手町）,,60162,0
愛知県,東郷町,,43903,0
愛知県,豊山町,,15613,0
愛知県,大口町,,24305,0
愛知県,扶桑町,,34133,0
愛知県,大治町,,32399,0
愛知県,蟹江町,,37338,0
愛知県,飛島村,,4575,0
愛知県,阿久比町,,28383,0
愛知県,東浦町,,49596,0
愛知県,南知多町,,16617,0
愛知県,美浜町,,22496,0
愛知県,武豊町,,43535,0
愛知県,幸田町,,42449,0
愛知県,設楽町,,4437,0
愛知県,（旧：設楽町）,,3426,0
愛知県,（旧：津具村）,,1011,0
愛知県,東栄町,,2942,0
愛知県,豊根村,,1017,0
愛知県,（旧：豊根村）,,955,0
愛知県,（旧：富山村）,,62,0
三重県,津市,つし,274537,0
三重県,（旧：津市）,,157279,0
三重県,（旧：久居市）,,44642,0
三重県,（旧：河芸町）,,18024,0
三重県,（旧：芸濃町）,,8479,0
三重県,（旧：美里村）,,3138,0
三重県,（旧：安濃町）,,10176,0
三重県,（旧：香良洲町）,,4306,0
三重県,（旧：一志町）,,14621,0
三重県,（旧：白山町）,,10232,0
三重県,（旧：美杉村）,,3640,0
三重県,四日市市,よっかいちし,305424,0
三重県,（旧：四日市市）,,295259,0
三重県,（旧：楠町）,,10165,0
三重県,伊勢市,いせし,122765,0
三重県,（旧：伊勢市）,,85157,0
三重県,（旧：二見町）,,8168,0
三重県,（旧：小俣町）,,20713,0
三重県,（旧：御薗村）,,8727,0
三重県,松阪市,まつさかし,159145,0
三重県,（旧：松阪市）,,117569,0
三重県,（旧：嬉野町）,,19127,0
三重県,（旧：三雲町）,,15107,0
三重県,（旧：飯南町）,,4211,0
三重県,（旧：飯高町）,,3131,0
三重県,桑名市,くわなし,138613,0
三重県,（旧：桑名市）,,113432,0
三重県,（旧：多度町）,,10665,0
三重県,（旧：長島町）,,14516,0
三重県,鈴鹿市,すずかし,195670,0
三重県,名張市,なばりし,76387,0
三重県,尾鷲市,おわせし,16252,0
三重県,亀山市,かめやまし,49835,0
三重県,（旧：亀山市）,,43469,0
三重県,（旧：関町）,,6366,0
三重県,鳥羽市,とばし,17525,0
三重県,熊野市,くまのし,15965,0
三重県,（旧：熊野市）,,14945,0
三重県,（旧：紀和町）,,1020,0
三重県,いなべ市,いなべし,44973,0
三重県,（旧：北勢町）,,13326,0
三重県,（旧：員弁町）,,9513,0
三重県,（旧：大安町）,,16417,0
三重県,（旧：藤原町）,,5717,0
三重県,志摩市,しまし,46057,0
三重県,（旧：浜島町）,,3718,0
三重県,（旧：大王町）,,5562,0
三重県,（旧：志摩町）,,9112,0
三重県,（旧：阿児町）,,20812,0
三重県,（旧：磯部町）,,6853,0
三重県,伊賀市,いがし,88766,0
三重県,（旧：上野市）,,57189,0
三重県,（旧：伊賀町）,,9436,0
三重県,（旧：島ヶ原村）,,1994,0
三重県,（旧：阿山町）,,6399,0
三重県,（旧：大山田村）,,4718,0
三重県,（旧：青山町）,,9030,0
三重県,木曽岬町,,6023,0
三重県,東員町,,25784,0
三重県,菰野町,,40559,0
三重県,朝日町,,11021,0
三重県,川越町,,15123,0
三重県,多気町,,14021,0
三重県,（旧：多気町）,,9669,0
三重県,（旧：勢和村）,,4352,0
三重県,明和町,,22445,0
三重県,大台町,,8668,0
三重県,（旧：大台町）,,5939,0
三重県,（旧：宮川村）,,2729,0
三重県,玉城町,,15041,0
三重県,度会町,,7847,0
三重県,大紀町,,7815,0
三重県,（旧：大宮町）,,3869,0
三重県,（旧：紀勢町）,,2734,0
三重県,（旧：大内山村）,,1212,0
三重県,南伊勢町,,10989,0
三重県,（旧：南勢町）,,6573,0
三重県,（旧：南島町）,,4416,0
三重県,紀北町,,14604,0
三重県,（旧：紀伊長島町）,,7413,0
三重県,（旧：海山町）,,7191,0
三重県,御浜町,,8079,0
三重県,紀宝町,,10321,0
三重県,（旧：紀宝町）,,6560,0
三重県,（旧：鵜殿村）,,3761,0
滋賀県,大津市,おおつし,345070,0
滋賀県,（旧：大津市）,,324071,0
滋賀県,（旧：志賀町）,,20999,0
滋賀県,彦根市,ひこねし,113647,0
滋賀県,長浜市,ながはまし,113636,0
滋賀県,（旧：長浜市）,,60255,0
滋賀県,（旧：浅井町）,,12237,0
滋賀県,（旧：虎姫町）,,4628,0
滋賀県,（旧：湖北町）,,8049,0
滋賀県,（旧：びわ町）,,6398,0
滋賀県,（旧：高月町）,,9227,0
滋賀県,（旧：木之本町）,,6387,0
滋賀県,（旧：余呉町）,,2790,0
滋賀県,（旧：西浅井町）,,3665,0
滋賀県,近江八幡市,おうみはちまんし,81122,0
滋賀県,（旧：近江八幡市）,,68929,0
滋賀県,（旧：安土町）,,12193,0
滋賀県,草津市,くさつし,143913,0
滋賀県,守山市,もりやまし,83236,0
滋賀県,栗東市,りっとうし,68820,0
滋賀県,（旧：栗東町）,,68820,0
滋賀県,甲賀市,こうかし,88358,0
滋賀県,（旧：水口町）,,40765,0
滋賀県,（旧：土山町）,,6920,0
滋賀県,（旧：甲賀町）,,9471,0
滋賀県,（旧：甲南町）,,20293,0
滋賀県,（旧：信楽町）,,10909,0
滋賀県,野洲市,やすし,50513,0
滋賀県,（旧：中主町）,,11090,0
滋賀県,（旧：野洲町）,,39423,0
滋賀県,湖南市,こなんし,54460,0
滋賀県,（旧：石部町）,,11833,0
滋賀県,（旧：甲西町）,,42627,0
滋賀県,高島市,たかしまし,46377,0
滋賀県,（旧：マキノ町）,,5230,0
滋賀県,（旧：今津町）,,11379,0
滋賀県,（旧：朽木村）,,1545,0
滋賀県,（旧：安曇川町）,,12109,0
滋賀県,（旧：高島町）,,5691,0
滋賀県,（旧：新旭町）,,10423,0
滋賀県,東近江市,ひがしおうみし,112819,0
滋賀県,（旧：八日市市）,,45981,0
滋賀県,（旧：蒲生町）,,14000,0
滋賀県,（旧：永源寺町）,,4913,0
滋賀県,（旧：五個荘町）,,12108,0
滋賀県,（旧：能登川町）,,22978,0
滋賀県,（旧：愛東町）,,4636,0
滋賀県,（旧：湖東町）,,8203,0
滋賀県,米原市,まいばらし,37225,0
滋賀県,（旧：山東町）,,11542,0
滋賀県,（旧：伊吹町）,,4877,0
滋賀県,（旧：米原町）,,10888,0
滋賀県,（旧：近江町）,,9918,0
滋賀県,日野町,,20964,0
滋賀県,竜王町,,11789,0
滋賀県,愛荘町,,20893,0
滋賀県,（旧：秦荘町）,,7663,0
滋賀県,（旧：愛知川町）,,13230,0
滋賀県,豊郷町,,7132,0
滋賀県,甲良町,,6362,0
滋賀県,多賀町,,7274,0
京都府,京都市,,1463723,0
京都府,（旧：京都市）,,1459227,0
京都府,京都市北区,きょうとしきたく,117165,0
京都府,京都市上京区,きょうとしかみぎょうく,83832,0
京都府,京都市左京区,きょうとしさきょうく,166039,0
京都府,京都市中京区,きょうとしなかぎょうく,110488,0
京都府,京都市東山区,きょうとしひがしやまく,36602,0
京都府,京都市下京区,きょうとししもぎょうく,82784,0
京都府,京都市南区,きょうとしみなみく,101970,0
京都府,京都市右京区,きょうとしうきょうく,202047,0
京都府,（旧：京都市右京区）,,197551,0
京都府,（旧：京北町）,,4496,0
京都府,京都市伏見区,きょうとしふしみく,277858,0
京都府,京都市山科区,きょうとしやましなく,135101,0
京都府,京都市西京区,きょうとしにしきょうく,149837,0
京都府,福知山市,ふくちやまし,77306,0
京都府,（旧：福知山市）,,67256,0
京都府,（旧：三和町）,,3048,0
京都府,（旧：夜久野町）,,3067,0
京都府,（旧：大江町）,,3935,0
京都府,舞鶴市,まいづるし,80336,0
京都府,綾部市,あやべし,31846,0
京都府,宇治市,うじし,179630,0
京都府,宮津市,みやづし,16758,0
京都府,亀岡市,かめおかし,86174,0
京都府,城陽市,じょうようし,74607,0
京都府,向日市,むこうし,56859,0
京都府,長岡京市,ながおかきょうし,80608,0
京都府,八幡市,やわたし,70433,0
京都府,京田辺市,きょうたなべし,73753,0
京都府,京丹後市,きょうたんごし,50860,0
京都府,（旧：峰山町）,,11337,0
京都府,（旧：大宮町）,,9575,0
京都府,（旧：網野町）,,11778,0
京都府,（旧：丹後町）,,4657,0
京都府,（旧：弥栄町）,,4671,0
京都府,（旧：久美浜町）,,8842,0
京都府,南丹市,なんたんし,31629,0
京都府,（旧：美山町）,,3383,0
京都府,（旧：園部町）,,16575,0
京都府,（旧：八木町）,,7067,0
京都府,（旧：日吉町）,,4604,0
京都府,木津川市,きづがわし,77907,0
京都府,（旧：山城町）,,7958,0
京都府,（旧：木津町）,,57253,0
京都府,（旧：加茂町）,,12696,0
京都府,大山崎町,,15953,0
京都府,久御山町,,15250,0
京都府,井手町,,7406,0
京都府,宇治田原町,,8911,0
京都府,笠置町,,1144,0
京都府,和束町,,3478,0
京都府,精華町,,36198,0
京都府,南山城村,,2391,0
京都府,京丹波町,,12907,0
京都府,（旧：丹波町）,,6583,0
京都府,（旧：瑞穂町）,,3714,0
京都府,（旧：和知町）,,2610,0
京都府,伊根町,,1928,0
京都府,与謝野町,,20092,0
京都府,（旧：加悦町）,,5932,0
京都府,（旧：岩滝町）,,5319,0
京都府,（旧：野田川町）,,8841,0
大阪府,大阪市,,2752412,0
大阪府,大阪市都島区,おおさかしみやこじまく,107904,0
大阪府,大阪市福島区,おおさかしふくしまく,79328,0
大阪府,大阪市此花区,おおさかしこのはなく,65251,0
大阪府,大阪市西区,おおさかしにしく,105862,0
大阪府,大阪市港区,おおさかしみなとく,80948,0
大阪府,大阪市大正区,おおさかしたいしょうく,62083,0
大阪府,大阪市天王寺区,おおさかしてんのうじく,82148,0
大阪府,大阪市浪速区,おおさかしなにわく,75504,0
大阪府,大阪市西淀川区,おおさかしにしよどがわく,95864,0
大阪府,大阪市東淀川区,おおさかしひがしよどがわく,177120,0
大阪府,大阪市東成区,おおさかしひがしなりく,84906,0
大阪府,大阪市生野区,おおさかしいくのく,127309,0
大阪府,大阪市旭区,おおさかしあさひく,89670,0
大阪府,大阪市城東区,おおさかしじょうとうく,169043,0
大阪府,大阪市阿倍野区,おおさかしあべのく,110995,0
大阪府,大阪市住吉区,おおさかしすみよしく,153056,0
大阪府,大阪市東住吉区,おおさかしひがしすみよしく,127849,0
大阪府,大阪市西成区,おおさかしにしなりく,106111,0
大阪府,大阪市淀川区,おおさかしよどがわく,183444,0
大阪府,大阪市鶴見区,おおさかしつるみく,112691,0
大阪府,大阪市住之江区,おおさかしすみのえく,120072,0
大阪府,大阪市平野区,おおさかしひらのく,192152,0
大阪府,大阪市北区,おおさかしきたく,139376,0
大阪府,大阪市中央区,おおさかしちゅうおうく,103726,0
大阪府,堺市,,826161,0
大阪府,（旧：堺市）,,788557,0
大阪府,（旧：美原町）,,37604,0
大阪府,堺市堺区,さかいしさかいく,148682,0
大阪府,堺市中区,さかいしなかく,121236,0
大阪府,堺市東区,さかいしひがしく,85043,0
大阪府,堺市西区,さかいしにしく,135375,0
大阪府,堺市南区,さかいしみなみく,138464,0
大阪府,堺市北区,さかいしきたく,159757,0
大阪府,堺市美原区,さかいしみはらく,37604,0
大阪府,岸和田市,きしわだし,190658,0
大阪府,豊中市,とよなかし,401558,0
大阪府,池田市,いけだし,104993,0
大阪府,吹田市,すいたし,385567,0
大阪府,泉大津市,いずみおおつし,74412,0
大阪府,高槻市,たかつきし,352698,0
大阪府,貝塚市,かいづかし,84443,0
大阪府,守口市,もりぐちし,143096,0
大阪府,枚方市,ひらかたし,397289,0
大阪府,茨木市,いばらきし,287730,0
大阪府,八尾市,やおし,264642,0
大阪府,泉佐野市,いずみさのし,100131,0
大阪府,富田林市,とんだばやしし,108699,0
大阪府,寝屋川市,ねやがわし,229733,0
大阪府,河内長野市,かわちながのし,101692,0
大阪府,松原市,まつばらし,117641,0
大阪府,大東市,だいとうし,119367,0
大阪府,和泉市,いずみし,184495,0
大阪府,箕面市,みのおし,136868,0
大阪府,柏原市,かしわらし,68775,0
大阪府,羽曳野市,はびきのし,108736,0
大阪府,門真市,かどまし,119764,0
大阪府,摂津市,せっつし,87456,0
大阪府,高石市,たかいしし,55635,0
大阪府,藤井寺市,ふじいでらし,63688,0
大阪府,東大阪市,ひがしおおさかし,493940,0
大阪府,泉南市,せんなんし,60102,0
大阪府,四條畷市,しじょうなわてし,55177,0
大阪府,交野市,かたのし,75033,0
大阪府,大阪狭山市,おおさかさやまし,58435,0
大阪府,阪南市,はんなんし,51254,0
大阪府,島本町,,30927,0
大阪府,豊能町,,18279,0
大阪府,能勢町,,9079,0
大阪府,忠岡町,,16567,0
大阪府,熊取町,,43763,0
大阪府,田尻町,,8434,0
大阪府,岬町,,14741,0
大阪府,太子町,,13009,0
大阪府,河南町,,15697,0
大阪府,千早赤阪村,,4909,0
兵庫県,神戸市,,1525152,0
兵庫県,神戸市東灘区,こうべしひがしなだく,213562,0
兵庫県,神戸市灘区,こうべしなだく,136747,0
兵庫県,神戸市兵庫区,こうべしひょうごく,109144,0
兵庫県,神戸市長田区,こうべしながたく,94791,0
兵庫県,神戸市須磨区,こうべしすまく,158719,0
兵庫県,神戸市垂水区,こうべしたるみく,215302,0
兵庫県,神戸市北区,こうべしきたく,210492,0
兵庫県,神戸市中央区,こうべしちゅうおうく,147518,0
兵庫県,神戸市西区,こうべしにしく,238877,0
兵庫県,姫路市,ひめじし,530495,0
兵庫県,（旧：姫路市）,,486958,0
兵庫県,（旧：家島町）,,4079,0
兵庫県,（旧：夢前町）,,16796,0
兵庫県,（旧：香寺町）,,18002,0
兵庫県,（旧：安富町）,,4660,0
兵庫県,尼崎市,あまがさきし,459593,0
兵庫県,明石市,あかしし,303601,0
兵庫県,西宮市,にしのみやし,485587,0
兵庫県,洲本市,すもとし,41236,0
兵庫県,（旧：洲本市）,,32634,0
兵庫県,（旧：五色町）,,8602,0
兵庫県,芦屋市,あしやし,93922,0
兵庫県,伊丹市,いたみし,198138,0
兵庫県,相生市,あいおいし,28355,0
兵庫県,豊岡市,とよおかし,77489,0
兵庫県,（旧：豊岡市）,,41827,0
兵庫県,（旧：城崎町）,,3125,0
兵庫県,（旧：竹野町）,,4115,0
兵庫県,（旧：日高町）,,15517,0
兵庫県,（旧：出石町）,,9160,0
兵庫県,（旧：但東町）,,3745,0
兵庫県,加古川市,かこがわし,260878,0
兵庫県,赤穂市,あこうし,45892,0
兵庫県,西脇市,にしわきし,38673,0
兵庫県,（旧：西脇市）,,32373,0
兵庫県,（旧：黒田庄町）,,6300,0
兵庫県,宝塚市,たからづかし,226432,0
兵庫県,三木市,みきし,75294,0
兵庫県,（旧：三木市）,,68422,0
兵庫県,（旧：吉川町）,,6872,0
兵庫県,高砂市,たかさごし,87722,0
兵庫県,川西市,かわにしし,152321,0
兵庫県,小野市,おのし,47562,0
兵庫県,三田市,さんだし,109238,0
兵庫県,加西市,かさいし,42700,0
兵庫県,丹波篠山市,たんばささやまし,39611,0
兵庫県,（旧：篠山市）,,39611,0
兵庫県,養父市,やぶし,22129,0
兵庫県,（旧：八鹿町）,,9388,0
兵庫県,（旧：養父町）,,6565,0
兵庫県,（旧：大屋町）,,3104,0
兵庫県,（旧：関宮町）,,3072,0
兵庫県,丹波市,たんばし,61471,0
兵庫県,（旧：柏原町）,,9731,0
兵庫県,（旧：氷上町）,,17246,0
兵庫県,（旧：青垣町）,,5446,0
兵庫県,（旧：春日町）,,10448,0
兵庫県,（旧：山南町）,,10429,0
兵庫県,（旧：市島町）,,8171,0
兵庫県,南あわじ市,みなみあわじし,44137,0
兵庫県,（旧：緑町）,,5495,0
兵庫県,（旧：西淡町）,,9088,0
兵庫県,（旧：三原町）,,14702,0
兵庫県,（旧：南淡町）,,14852,0
兵庫県,朝来市,あさごし,28989,0
兵庫県,（旧：生野町）,,3450,0
兵庫県,（旧：和田山町）,,14873,0
兵庫県,（旧：山東町）,,5221,0
兵庫県,（旧：朝来町）,,5445,0
兵庫県,淡路市,あわじし,41967,0
兵庫県,（旧：津名町）,,14280,0
兵庫県,（旧：淡路町）,,5035,0
兵庫県,（旧：北淡町）,,7163,0
兵庫県,（旧：一宮町）,,6889,0
兵庫県,（旧：東浦町）,,8600,0
兵庫県,宍粟市,しそうし,34819,0
兵庫県,（旧：山崎町）,,21877,0
兵庫県,（旧：一宮町）,,7213,0
兵庫県,（旧：波賀町）,,3237,0
兵庫県,（旧：千種町）,,2492,0
兵庫県,加東市,かとうし,40645,0
兵庫県,（旧：社町）,,20517,0
兵庫県,（旧：滝野町）,,12601,0
兵庫県,（旧：東条町）,,7527,0
兵庫県,たつの市,たつのし,74316,0
兵庫県,（旧：龍野市）,,39048,0
兵庫県,（旧：新宮町）,,13554,0
兵庫県,（旧：揖保川町）,,11774,0
兵庫県,（旧：御津町）,,9940,0
兵庫県,猪名川町,,29680,0
兵庫県,多可町,,19261,0
兵庫県,（旧：中町）,,9059,0
兵庫県,（旧：加美町）,,5530,0
兵庫県,（旧：八千代町）,,4672,0
兵庫県,稲美町,,30268,0
兵庫県,播磨町,,33604,0
兵庫県,市川町,,11231,0
兵庫県,福崎町,,19377,0
兵庫県,神河町,,10616,0
兵庫県,（旧：神崎町）,,6615,0
兵庫県,（旧：大河内町）,,4001,0
兵庫県,太子町,,33477,0
兵庫県,上郡町,,13879,0
兵庫県,佐用町,,15863,0
兵庫県,（旧：佐用町）,,6435,0
兵庫県,（旧：上月町）,,3634,0
兵庫県,（旧：南光町）,,3344,0
兵庫県,（旧：三日月町）,,2450,0
兵庫県,香美町,,16064,0
兵庫県,（旧：香住町）,,10088,0
兵庫県,（旧：村岡町）,,4266,0
兵庫県,（旧：美方町）,,1710,0
兵庫県,新温泉町,,13318,0
兵庫県,（旧：浜坂町）,,8342,0
兵庫県,（旧：温泉町）,,4976,0
奈良県,奈良市,ならし,354630,0
奈良県,（旧：奈良市）,,348250,0
奈良県,（旧：月ケ瀬村）,,1286,0
奈良県,（旧：都祁村）,,5094,0
奈良県,大和高田市,やまとたかだし,61744,0
奈良県,大和郡山市,やまとこおりやまし,83285,0
奈良県,天理市,てんりし,63889,0
奈良県,橿原市,かしはらし,120922,0
奈良県,桜井市,さくらいし,54857,0
奈良県,五條市,ごじょうし,27927,0
奈良県,（旧：五條市）,,25629,0
奈良県,（旧：西吉野村）,,2108,0
奈良県,（旧：大塔村）,,190,0
奈良県,御所市,ごせし,24096,0
奈良県,生駒市,いこまし,116675,0
奈良県,香芝市,かしばし,78113,0
奈良県,葛城市,かつらぎし,36832,0
奈良県,（旧：新庄町）,,20892,0
奈良県,（旧：當麻町）,,15940,0
奈良県,宇陀市,うだし,28121,0
奈良県,（旧：大宇陀町）,,5823,0
奈良県,（旧：菟田野町）,,3276,0
奈良県,（旧：榛原町）,,15090,0
奈良県,（旧：室生村）,,3932,0
奈良県,山添村,,3226,0
奈良県,平群町,,18009,0
奈良県,三郷町,,23219,0
奈良県,斑鳩町,,27587,0
奈良県,安堵町,,7225,0
奈良県,川西町,,8167,0
奈良県,三宅町,,6439,0
奈良県,田原本町,,31177,0
奈良県,曽爾村,,1295,0
奈良県,御杖村,,1479,0
奈良県,高取町,,6729,0
奈良県,明日香村,,5179,0
奈良県,上牧町,,21714,0
奈良県,王寺町,,24043,0
奈良県,広陵町,,33810,0
奈良県,河合町,,17018,0
奈良県,吉野町,,6229,0
奈良県,大淀町,,16728,0
奈良県,下市町,,5037,0
奈良県,黒滝村,,623,0
奈良県,天川村,,1176,0
奈良県,野迫川村,,357,0
奈良県,十津川村,,3061,0
奈良県,下北山村,,753,0
奈良県,上北山村,,444,0
奈良県,川上村,,1156,0
奈良県,東吉野村,,1502,0
和歌山県,和歌山市,わかやまし,356729,0
和歌山県,海南市,かいなんし,48369,0
和歌山県,（旧：海南市）,,37863,0
和歌山県,（旧：下津町）,,10506,0
和歌山県,橋本市,はしもとし,60818,0
和歌山県,（旧：橋本市）,,48518,0
和歌山県,（旧：高野口町）,,12300,0
和歌山県,有田市,ありだし,26538,0
和歌山県,御坊市,ごぼうし,23481,0
和歌山県,田辺市,たなべし,69870,0
和歌山県,（旧：田辺市）,,59873,0
和歌山県,（旧：龍神村）,,2751,0
和歌山県,（旧：中辺路町）,,2420,0
和歌山県,（旧：大塔村）,,2378,0
和歌山県,（旧：本宮町）,,2448,0
和歌山県,新宮市,しんぐうし,27171,0
和歌山県,（旧：新宮市）,,26044,0
和歌山県,（旧：熊野川町）,,1127,0
和歌山県,紀の川市,きのかわし,58816,0
和歌山県,（旧：打田町）,,15531,0
和歌山県,（旧：粉河町）,,11723,0
和歌山県,（旧：那賀町）,,6450,0
和歌山県,（旧：桃山町）,,6591,0
和歌山県,（旧：貴志川町）,,18521,0
和歌山県,岩出市,いわでし,53967,0
和歌山県,（旧：岩出町）,,53967,0
和歌山県,紀美野町,,8256,0
和歌山県,（旧：野上町）,,5795,0
和歌山県,（旧：美里町）,,2461,0
和歌山県,かつらぎ町,,15967,0
和歌山県,（旧：かつらぎ町）,,15721,0
和歌山県,（旧：花園村）,,246,0
和歌山県,九度山町,,3856,0
和歌山県,高野町,,2970,0
和歌山県,湯浅町,,11122,0
和歌山県,広川町,,6781,0
和歌山県,有田川町,,25258,0
和歌山県,（旧：吉備町）,,16199,0
和歌山県,（旧：金屋町）,,6530,0
和歌山県,（旧：清水町）,,2529,0
和歌山県,美浜町,,6867,0
和歌山県,日高町,,7673,0
和歌山県,由良町,,5364,0
和歌山県,印南町,,7720,0
和歌山県,みなべ町,,11818,0
和歌山県,（旧：南部川村）,,4949,0
和歌山県,（旧：南部町）,,6869,0
和歌山県,日高川町,,9219,0
和歌山県,（旧：川辺町）,,6145,0
和歌山県,（旧：中津村）,,1723,0
和歌山県,（旧：美山村）,,1351,0
和歌山県,白浜町,,20262,0
和歌山県,（旧：白浜町）,,17337,0
和歌山県,（旧：日置川町）,,2925,0
和歌山県,上富田町,,15236,0
和歌山県,すさみ町,,3685,0
和歌山県,那智勝浦町,,14137,0
和歌山県,太地町,,2791,0
和歌山県,古座川町,,2480,0
和歌山県,北山村,,404,0
和歌山県,串本町,,14959,0
和歌山県,（旧：串本町）,,11142,0
和歌山県,（旧：古座町）,,3817,0
鳥取県,鳥取市,とっとりし,188465,0
鳥取県,（旧：鳥取市）,,149312,0
鳥取県,（旧：国府町）,,8219,0
鳥取県,（旧：福部村）,,2727,0
鳥取県,（旧：河原町）,,6372,0
鳥取県,（旧：用瀬町）,,3195,0
鳥取県,（旧：佐治村）,,1624,0
鳥取県,（旧：気高町）,,8037,0
鳥取県,（旧：鹿野町）,,3618,0
鳥取県,（旧：青谷町）,,5361,0
鳥取県,米子市,よなごし,147317,0
鳥取県,（旧：米子市）,,137760,0
鳥取県,（旧：淀江町）,,9557,0
鳥取県,倉吉市,くらよしし,46485,0
鳥取県,（旧：倉吉市）,,43309,0
鳥取県,（旧：関金町）,,3176,0
鳥取県,境港市,さかいみなとし,32740,0
鳥取県,岩美町,,10799,0
鳥取県,若桜町,,2864,0
鳥取県,智頭町,,6427,0
鳥取県,八頭町,,15937,0
鳥取県,（旧：郡家町）,,8967,0
鳥取県,（旧：船岡町）,,3321,0
鳥取県,（旧：八東町）,,3649,0
鳥取県,三朝町,,6060,0
鳥取県,湯梨浜町,,16055,0
鳥取県,（旧：羽合町）,,8476,0
鳥取県,（旧：泊村）,,2281,0
鳥取県,（旧：東郷町）,,5298,0
鳥取県,琴浦町,,16365,0
鳥取県,（旧：東伯町）,,10001,0
鳥取県,（旧：赤碕町）,,6364,0
鳥取県,北栄町,,14228,0
鳥取県,（旧：北条町）,,7079,0
鳥取県,（旧：大栄町）,,7149,0
鳥取県,日吉津村,,3501,0
鳥取県,大山町,,15370,0
鳥取県,（旧：大山町）,,5566,0
鳥取県,（旧：名和町）,,5826,0
鳥取県,（旧：中山町）,,3978,0
鳥取県,南部町,,10323,0
鳥取県,（旧：西伯町）,,7017,0
鳥取県,（旧：会見町）,,3306,0
鳥取県,伯耆町,,10696,0
鳥取県,（旧：岸本町）,,6968,0
鳥取県,（旧：溝口町）,,3728,0
鳥取県,日南町,,4196,0
鳥取県,日野町,,2907,0
鳥取県,江府町,,2672,0
島根県,松江市,まつえし,203616,0
島根県,（旧：松江市）,,148631,0
島根県,（旧：鹿島町）,,6056,0
島根県,（旧：島根町）,,3079,0
島根県,（旧：美保関町）,,4566,0
島根県,（旧：東出雲町）,,15578,0
島根県,（旧：八雲村）,,6516,0
島根県,（旧：玉湯町）,,7015,0
島根県,（旧：宍道町）,,8382,0
島根県,（旧：八束町）,,3793,0
島根県,浜田市,はまだし,54592,0
島根県,（旧：浜田市）,,39370,0
島根県,（旧：金城町）,,4088,0
島根県,（旧：旭町）,,3510,0
島根県,（旧：弥栄村）,,1168,0
島根県,（旧：三隅町）,,6456,0
島根県,出雲市,いずもし,172775,0
島根県,（旧：出雲市）,,94985,0
島根県,（旧：平田市）,,23625,0
島根県,（旧：斐川町）,,29042,0
島根県,（旧：佐田町）,,2988,0
島根県,（旧：多伎町）,,3202,0
島根県,（旧：湖陵町）,,5017,0
島根県,（旧：大社町）,,13916,0
島根県,益田市,ますだし,45003,0
島根県,（旧：益田市）,,42367,0
島根県,（旧：美都町）,,1699,0
島根県,（旧：匹見町）,,937,0
島根県,大田市,おおだし,32846,0
島根県,（旧：大田市）,,26804,0
島根県,（旧：温泉津町）,,2495,0
島根県,（旧：仁摩町）,,3547,0
島根県,安来市,やすぎし,37062,0
島根県,（旧：安来市）,,26406,0
島根県,（旧：広瀬町）,,6469,0
島根県,（旧：伯太町）,,4187,0
島根県,江津市,ごうつし,22959,0
島根県,（旧：江津市）,,20637,0
島根県,（旧：桜江町）,,2322,0
島根県,雲南市,うんなんし,36007,0
島根県,（旧：大東町）,,11432,0
島根県,（旧：加茂町）,,5598,0
島根県,（旧：木次町）,,8174,0
島根県,（旧：三刀屋町）,,6746,0
島根県,（旧：吉田村）,,1511,0
島根県,（旧：掛合町）,,2546,0
島根県,奥出雲町,,11849,0
島根県,（旧：仁多町）,,6335,0
島根県,（旧：横田町）,,5514,0
島根県,飯南町,,4577,0
島根県,（旧：頓原町）,,2017,0
島根県,（旧：赤来町）,,2560,0
島根県,川本町,,3248,0
島根県,美郷町,,4355,0
島根県,（旧：邑智町）,,3023,0
島根県,（旧：大和村）,,1332,0
島根県,邑南町,,10163,0
島根県,（旧：羽須美村）,,1232,0
島根県,（旧：瑞穂町）,,3959,0
島根県,（旧：石見町）,,4972,0
島根県,津和野町,,6875,0
島根県,（旧：津和野町）,,3880,0
島根県,（旧：日原町）,,2995,0
島根県,吉賀町,,6077,0
島根県,（旧：柿木村）,,1352,0
島根県,（旧：六日市町）,,4725,0
島根県,海士町,,2267,0
島根県,西ノ島町,,2788,0
島根県,知夫村,,634,0
島根県,隠岐の島町,,13433,0
島根県,（旧：西郷町）,,10025,0
島根県,（旧：布施村）,,308,0
島根県,（旧：五箇村）,,1604,0
島根県,（旧：都万村）,,1496,0
